"X","Y","H80_r3a (TWT)"
532480.01,2264161.01,785.25592
532480.01,2264261.01,780.714233
532480.01,2264361.01,777.05336
532480.01,2264461.01,772.636444
532480.01,2264561.01,770.637268
532480.01,2264661.01,768.323975
532480.01,2264761.01,763.181274
532480.01,2264861.01,757.97876
532480.01,2264961.01,756.905304
532480.01,2265061.01,759.984467
532480.01,2265161.01,754.851486
532480.01,2265261.01,749.690079
532480.01,2265361.01,749.45813
532480.01,2265461.01,748.836487
532480.01,2265561.01,747.825195
532480.01,2265661.01,749.419159
532480.01,2265761.01,749.419037
532480.01,2265861.01,749.28508
532480.01,2265961.01,749.582825
532480.01,2266061.01,755.153442
532480.01,2266161.01,761.518616
532480.01,2266261.01,764.663589
532480.01,2266361.01,769.126099
532480.01,2266461.01,770.178116
532480.01,2266561.01,759.773102
532480.01,2266661.01,752
532480.01,2266761.01,750.941315
532480.01,2266861.01,749.238068
532480.01,2266961.01,750.212769
532480.01,2267061.01,752.917908
532480.01,2267161.01,755.237183
532480.01,2267261.01,755.653503
532480.01,2267361.01,758.354584
532480.01,2267461.01,760.252563
532480.01,2267561.01,760.721588
532480.01,2267661.01,761.472961
532480.01,2267761.01,760.278412
532480.01,2267861.01,758.505127
532480.01,2267961.01,757.997314
532480.01,2268061.01,758.335541
532480.01,2268161.01,758.437531
532480.01,2268261.01,757.179199
532480.01,2268361.01,759.049988
532480.01,2268461.01,761.345398
532480.01,2268561.01,762.023865
532480.01,2268661.01,-9999
532580.01,2261861.01,809.442932
532580.01,2261961.01,810.139984
532580.01,2262061.01,812.814819
532580.01,2262161.01,813.080734
532580.01,2262261.01,813.942932
532580.01,2262361.01,815.453964
532580.01,2262461.01,815.025085
532580.01,2262561.01,812.221497
532580.01,2262661.01,809.545227
532580.01,2262761.01,808.041702
532580.01,2262861.01,808.838348
532580.01,2262961.01,808.2883
532580.01,2263061.01,807.164551
532580.01,2263161.01,808.934631
532580.01,2263261.01,809.189941
532580.01,2263361.01,808.912231
532580.01,2263461.01,807.045151
532580.01,2263561.01,803.508087
532580.01,2263661.01,802.676422
532580.01,2263761.01,798.614807
532580.01,2263861.01,792.214539
532580.01,2263961.01,790.27832
532580.01,2264061.01,788.222504
532580.01,2264161.01,784.235901
532580.01,2264261.01,782.761536
532580.01,2264361.01,781.244843
532580.01,2264461.01,775.836792
532580.01,2264561.01,769.881531
532580.01,2264661.01,764.660065
532580.01,2264761.01,756.682892
532580.01,2264861.01,753.44574
532580.01,2264961.01,752.363586
532580.01,2265061.01,751.27301
532580.01,2265161.01,748.089722
532580.01,2265261.01,747.468506
532580.01,2265361.01,749.263489
532580.01,2265461.01,751.028748
532580.01,2265561.01,749.946976
532580.01,2265661.01,752.652924
532580.01,2265761.01,750.623413
532580.01,2265861.01,748.678345
532580.01,2265961.01,749.744415
532580.01,2266061.01,752.008148
532580.01,2266161.01,760.176819
532580.01,2266261.01,764.16452
532580.01,2266361.01,767.291565
532580.01,2266461.01,767.33667
532580.01,2266561.01,762.245819
532580.01,2266661.01,746.064743
532580.01,2266761.01,744.206299
532580.01,2266861.01,742.95282
532580.01,2266961.01,743.694397
532580.01,2267061.01,747.28595
532580.01,2267161.01,748.687927
532580.01,2267261.01,752.040039
532580.01,2267361.01,755.145981
532580.01,2267461.01,757.27182
532580.01,2267561.01,757.766937
532580.01,2267661.01,758.403503
532580.01,2267761.01,758.009216
532580.01,2267861.01,757.435516
532580.01,2267961.01,756.895935
532580.01,2268061.01,757.284821
532580.01,2268161.01,757.87439
532580.01,2268261.01,762.524902
532580.01,2268361.01,763.822632
532580.01,2268461.01,763.282623
532580.01,2268561.01,761.488403
532580.01,2268661.01,-9999
532580.01,2268761.01,-9999
532680.01,2261761.01,816.385406
532680.01,2261861.01,813.835266
532680.01,2261961.01,812.511383
532680.01,2262061.01,815.807587
532680.01,2262161.01,815.553925
532680.01,2262261.01,814.005615
532680.01,2262361.01,814.975861
532680.01,2262461.01,815.058472
532680.01,2262561.01,813.868454
532680.01,2262661.01,811.17337
532680.01,2262761.01,813.108002
532680.01,2262861.01,811.67627
532680.01,2262961.01,813.121948
532680.01,2263061.01,819.259552
532680.01,2263161.01,816.361603
532680.01,2263261.01,815.377716
532680.01,2263361.01,817.924408
532680.01,2263461.01,818.481842
532680.01,2263561.01,814.896545
532680.01,2263661.01,816.789139
532680.01,2263761.01,817.192108
532680.01,2263861.01,813.69632
532680.01,2263961.01,813.73291
532680.01,2264061.01,809.193665
532680.01,2264161.01,802.234009
532680.01,2264261.01,791.126984
532680.01,2264361.01,788.078583
532680.01,2264461.01,780.064468
532680.01,2264561.01,770.487061
532680.01,2264661.01,764.713379
532680.01,2264761.01,752.702393
532680.01,2264861.01,748.311646
532680.01,2264961.01,748.969727
532680.01,2265061.01,748.352905
532680.01,2265161.01,748.476608
532680.01,2265261.01,749.608459
532680.01,2265361.01,749.816681
532680.01,2265461.01,751.644348
532680.01,2265561.01,752.838715
532680.01,2265661.01,753.829559
532680.01,2265761.01,753.255127
532680.01,2265861.01,751.950439
532680.01,2265961.01,751.289459
532680.01,2266061.01,752.171753
532680.01,2266161.01,759.101929
532680.01,2266261.01,762.810394
532680.01,2266361.01,765.521912
532680.01,2266461.01,763.811523
532680.01,2266561.01,761.713806
532680.01,2266661.01,740.154999
532680.01,2266761.01,739.251526
532680.01,2266861.01,740.451248
532680.01,2266961.01,742.212036
532680.01,2267061.01,745.291565
532680.01,2267161.01,746.464478
532680.01,2267261.01,749.228577
532680.01,2267361.01,751.599213
532680.01,2267461.01,752.276733
532680.01,2267561.01,754.733215
532680.01,2267661.01,755.858582
532680.01,2267761.01,755.910263
532680.01,2267861.01,754.854614
532680.01,2267961.01,754.373749
532680.01,2268061.01,755.547485
532680.01,2268161.01,758.79303
532680.01,2268261.01,763.948029
532680.01,2268361.01,763.459915
532680.01,2268461.01,763.019775
532680.01,2268561.01,761.691406
532680.01,2268661.01,761.274384
532680.01,2268761.01,-9999
532780.01,2261761.01,821.580933
532780.01,2261861.01,820.386688
532780.01,2261961.01,815.989624
532780.01,2262061.01,816.202652
532780.01,2262161.01,817.416565
532780.01,2262261.01,815.506851
532780.01,2262361.01,817.728149
532780.01,2262461.01,819.625702
532780.01,2262561.01,828.333527
532780.01,2262661.01,829.15683
532780.01,2262761.01,827.841263
532780.01,2262861.01,828.136322
532780.01,2262961.01,828.359924
532780.01,2263061.01,828.152466
532780.01,2263161.01,825.926178
532780.01,2263261.01,820.627014
532780.01,2263361.01,820.140106
532780.01,2263461.01,819.081787
532780.01,2263561.01,817.236221
532780.01,2263661.01,819.197632
532780.01,2263761.01,821.582367
532780.01,2263861.01,820.113983
532780.01,2263961.01,819.699951
532780.01,2264061.01,814.049637
532780.01,2264161.01,807.626251
532780.01,2264261.01,800.469299
532780.01,2264361.01,789.426025
532780.01,2264461.01,782.121124
532780.01,2264561.01,773.583252
532780.01,2264661.01,767.8228
532780.01,2264761.01,755.256012
532780.01,2264861.01,749.08963
532780.01,2264961.01,749.195801
532780.01,2265061.01,747.105286
532780.01,2265161.01,749.501526
532780.01,2265261.01,752.686188
532780.01,2265361.01,753.163345
532780.01,2265461.01,754.654663
532780.01,2265561.01,757.024353
532780.01,2265661.01,756.746216
532780.01,2265761.01,757.736694
532780.01,2265861.01,757.313354
532780.01,2265961.01,754.873154
532780.01,2266061.01,754.703156
532780.01,2266161.01,757.338867
532780.01,2266261.01,760.818604
532780.01,2266361.01,765.080566
532780.01,2266461.01,766.608643
532780.01,2266561.01,763.659393
532780.01,2266661.01,745.727036
532780.01,2266761.01,740.13855
532780.01,2266861.01,740.582916
532780.01,2266961.01,742.21167
532780.01,2267061.01,744.224762
532780.01,2267161.01,744.306641
532780.01,2267261.01,746.09024
532780.01,2267361.01,750.00824
532780.01,2267461.01,750.997711
532780.01,2267561.01,752.692566
532780.01,2267661.01,754.137787
532780.01,2267761.01,752.069473
532780.01,2267861.01,752.773651
532780.01,2267961.01,755.014816
532780.01,2268061.01,757.44043
532780.01,2268161.01,759.90332
532780.01,2268261.01,760.88562
532780.01,2268361.01,761.822235
532780.01,2268461.01,762.172913
532780.01,2268561.01,762.380692
532780.01,2268661.01,762.952637
532780.01,2268761.01,-9999
532780.01,2268861.01,-9999
532880.01,2261661.01,825.593842
532880.01,2261761.01,825.898529
532880.01,2261861.01,825.313904
532880.01,2261961.01,822.926178
532880.01,2262061.01,822.71051
532880.01,2262161.01,822.632629
532880.01,2262261.01,822.5047
532880.01,2262361.01,823.253418
532880.01,2262461.01,823.450455
532880.01,2262561.01,826.773651
532880.01,2262661.01,826.888
532880.01,2262761.01,826.599915
532880.01,2262861.01,826.726898
532880.01,2262961.01,826.548935
532880.01,2263061.01,827.684631
532880.01,2263161.01,825.499435
532880.01,2263261.01,818.356232
532880.01,2263361.01,818.561218
532880.01,2263461.01,820.098389
532880.01,2263561.01,820.26062
532880.01,2263661.01,822.350586
532880.01,2263761.01,825.069229
532880.01,2263861.01,823.367615
532880.01,2263961.01,822.506836
532880.01,2264061.01,816.101563
532880.01,2264161.01,807.807739
532880.01,2264261.01,795.72612
532880.01,2264361.01,783.975739
532880.01,2264461.01,775.017776
532880.01,2264561.01,769.607178
532880.01,2264661.01,762.320251
532880.01,2264761.01,752.696167
532880.01,2264861.01,754.941498
532880.01,2264961.01,759.903839
532880.01,2265061.01,760.396271
532880.01,2265161.01,757.818146
532880.01,2265261.01,763.960602
532880.01,2265361.01,764.514893
532880.01,2265461.01,764.388306
532880.01,2265561.01,766.539429
532880.01,2265661.01,764.749756
532880.01,2265761.01,764.092392
532880.01,2265861.01,761.17688
532880.01,2265961.01,757.825562
532880.01,2266061.01,757.640259
532880.01,2266161.01,760.828903
532880.01,2266261.01,765.53299
532880.01,2266361.01,768.671921
532880.01,2266461.01,772.012207
532880.01,2266561.01,767.389587
532880.01,2266661.01,749.275757
532880.01,2266761.01,744.392456
532880.01,2266861.01,745.300522
532880.01,2266961.01,744.464966
532880.01,2267061.01,743.835724
532880.01,2267161.01,744.72821
532880.01,2267261.01,748.213928
532880.01,2267361.01,751.006775
532880.01,2267461.01,750.426804
532880.01,2267561.01,750.548584
532880.01,2267661.01,751.290924
532880.01,2267761.01,750.493958
532880.01,2267861.01,751.7099
532880.01,2267961.01,756.576599
532880.01,2268061.01,757.991806
532880.01,2268161.01,758.57048
532880.01,2268261.01,761.352814
532880.01,2268361.01,761.87323
532880.01,2268461.01,762.499268
532880.01,2268561.01,764.168701
532880.01,2268661.01,766.19928
532880.01,2268761.01,766.013489
532880.01,2268861.01,-9999
532980.01,2261561.01,832.269928
532980.01,2261661.01,830.277039
532980.01,2261761.01,828.048126
532980.01,2261861.01,828.472351
532980.01,2261961.01,828.373993
532980.01,2262061.01,827.701904
532980.01,2262161.01,829.250977
532980.01,2262261.01,826.77359
532980.01,2262361.01,826.142639
532980.01,2262461.01,824.721375
532980.01,2262561.01,824.28064
532980.01,2262661.01,824.070297
532980.01,2262761.01,826.571289
532980.01,2262861.01,827.095901
532980.01,2262961.01,826.072937
532980.01,2263061.01,827.80072
532980.01,2263161.01,825.131836
532980.01,2263261.01,820.240784
532980.01,2263361.01,820.24231
532980.01,2263461.01,824.876862
532980.01,2263561.01,822.605087
532980.01,2263661.01,822.671326
532980.01,2263761.01,824.785553
532980.01,2263861.01,823.289734
532980.01,2263961.01,820.364563
532980.01,2264061.01,813.581055
532980.01,2264161.01,802.608368
532980.01,2264261.01,793.087341
532980.01,2264361.01,781.373657
532980.01,2264461.01,771.874939
532980.01,2264561.01,766.210312
532980.01,2264661.01,756.196487
532980.01,2264761.01,753.415894
532980.01,2264861.01,759.129517
532980.01,2264961.01,765.499451
532980.01,2265061.01,766.021271
532980.01,2265161.01,767.218475
532980.01,2265261.01,769.232391
532980.01,2265361.01,770.436188
532980.01,2265461.01,769.259369
532980.01,2265561.01,766.832458
532980.01,2265661.01,763.031128
532980.01,2265761.01,763.504028
532980.01,2265861.01,761.561768
532980.01,2265961.01,759.671753
532980.01,2266061.01,759.870117
532980.01,2266161.01,761.875153
532980.01,2266261.01,768.342773
532980.01,2266361.01,778.331635
532980.01,2266461.01,782.764374
532980.01,2266561.01,775.814392
532980.01,2266661.01,756.355164
532980.01,2266761.01,749.451721
532980.01,2266861.01,747.981079
532980.01,2266961.01,746.917511
532980.01,2267061.01,746.974701
532980.01,2267161.01,747.453308
532980.01,2267261.01,752.090591
532980.01,2267361.01,750.156647
532980.01,2267461.01,750.692993
532980.01,2267561.01,751.813293
532980.01,2267661.01,751.750366
532980.01,2267761.01,752.733398
532980.01,2267861.01,754.680573
532980.01,2267961.01,757.320465
532980.01,2268061.01,758.300079
532980.01,2268161.01,758.261841
532980.01,2268261.01,760.086487
532980.01,2268361.01,762.024353
532980.01,2268461.01,763.467972
532980.01,2268561.01,767.215408
532980.01,2268661.01,767.912231
532980.01,2268761.01,767.297638
532980.01,2268861.01,-9999
532980.01,2268961.01,-9999
533080.01,2261461.01,847.031494
533080.01,2261561.01,840.698029
533080.01,2261661.01,836.535645
533080.01,2261761.01,828.421844
533080.01,2261861.01,827.95282
533080.01,2261961.01,827.350555
533080.01,2262061.01,827.610291
533080.01,2262161.01,827.572784
533080.01,2262261.01,826.927795
533080.01,2262361.01,824.195206
533080.01,2262461.01,822.501282
533080.01,2262561.01,819.527405
533080.01,2262661.01,819.709625
533080.01,2262761.01,821.410583
533080.01,2262861.01,823.763794
533080.01,2262961.01,825.716278
533080.01,2263061.01,828.529572
533080.01,2263161.01,826.396362
533080.01,2263261.01,823.257721
533080.01,2263361.01,822.047791
533080.01,2263461.01,823.966125
533080.01,2263561.01,823.740204
533080.01,2263661.01,824.022263
533080.01,2263761.01,824.190979
533080.01,2263861.01,819.096619
533080.01,2263961.01,812.709137
533080.01,2264061.01,806.212891
533080.01,2264161.01,794.27005
533080.01,2264261.01,785.149963
533080.01,2264361.01,775.440414
533080.01,2264461.01,768.349884
533080.01,2264561.01,763.934845
533080.01,2264661.01,759.304321
533080.01,2264761.01,756.625702
533080.01,2264861.01,760.448364
533080.01,2264961.01,766.435349
533080.01,2265061.01,766.752563
533080.01,2265161.01,765.498901
533080.01,2265261.01,765.123596
533080.01,2265361.01,765.599182
533080.01,2265461.01,764.355835
533080.01,2265561.01,761.880371
533080.01,2265661.01,757.997604
533080.01,2265761.01,757.389771
533080.01,2265861.01,758.491882
533080.01,2265961.01,759.042725
533080.01,2266061.01,759.10083
533080.01,2266161.01,760.705292
533080.01,2266261.01,766.378906
533080.01,2266361.01,775.452362
533080.01,2266461.01,782.105896
533080.01,2266561.01,785.808868
533080.01,2266661.01,773.84137
533080.01,2266761.01,759.845688
533080.01,2266861.01,750.812836
533080.01,2266961.01,751.8936
533080.01,2267061.01,753.89447
533080.01,2267161.01,757.648102
533080.01,2267261.01,757.523254
533080.01,2267361.01,756.117966
533080.01,2267461.01,750.591797
533080.01,2267561.01,752.606216
533080.01,2267661.01,753.448242
533080.01,2267761.01,755.893738
533080.01,2267861.01,757.133972
533080.01,2267961.01,758.142883
533080.01,2268061.01,759.078033
533080.01,2268161.01,759.744904
533080.01,2268261.01,762.241714
533080.01,2268361.01,764.207458
533080.01,2268461.01,766.363861
533080.01,2268561.01,767.534241
533080.01,2268661.01,767.216537
533080.01,2268761.01,766.494324
533080.01,2268861.01,765.399384
533080.01,2268961.01,-9999
533080.01,2269061.01,-9999
533180.01,2261461.01,851.340332
533180.01,2261561.01,848.374481
533180.01,2261661.01,850.869019
533180.01,2261761.01,838.525269
533180.01,2261861.01,837.058716
533180.01,2261961.01,844.547195
533180.01,2262061.01,838.57843
533180.01,2262161.01,831.062637
533180.01,2262261.01,833.671021
533180.01,2262361.01,827.807678
533180.01,2262461.01,822.31012
533180.01,2262561.01,823.531433
533180.01,2262661.01,819.391815
533180.01,2262761.01,819.804352
533180.01,2262861.01,820.798096
533180.01,2262961.01,819.25708
533180.01,2263061.01,826.05719
533180.01,2263161.01,823.125854
533180.01,2263261.01,819.359589
533180.01,2263361.01,821.72168
533180.01,2263461.01,821.837219
533180.01,2263561.01,821.384094
533180.01,2263661.01,822.225708
533180.01,2263761.01,819.49707
533180.01,2263861.01,815.551971
533180.01,2263961.01,809.673126
533180.01,2264061.01,802.552231
533180.01,2264161.01,796.149719
533180.01,2264261.01,782.612122
533180.01,2264361.01,776.328705
533180.01,2264461.01,771.491089
533180.01,2264561.01,770.323776
533180.01,2264661.01,766.442078
533180.01,2264761.01,765.67218
533180.01,2264861.01,768.225586
533180.01,2264961.01,766.9151
533180.01,2265061.01,765.647644
533180.01,2265161.01,764.524261
533180.01,2265261.01,763.235657
533180.01,2265361.01,763.294006
533180.01,2265461.01,762.3526
533180.01,2265561.01,755.99231
533180.01,2265661.01,754.120972
533180.01,2265761.01,753.377411
533180.01,2265861.01,754.528519
533180.01,2265961.01,756.842194
533180.01,2266061.01,757.363007
533180.01,2266161.01,760.103271
533180.01,2266261.01,765.595764
533180.01,2266361.01,773.004028
533180.01,2266461.01,778.848709
533180.01,2266561.01,787.103973
533180.01,2266661.01,785.021271
533180.01,2266761.01,775.153198
533180.01,2266861.01,752.126526
533180.01,2266961.01,751.784973
533180.01,2267061.01,753.627533
533180.01,2267161.01,758.891342
533180.01,2267261.01,762.80304
